Species	Fruiting_body_type3	Fruiting_body_type1	Fruiting_body_type2	corrected
Lactarius_variegatus	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Lactarius_paulus	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Lactarius_chromospermus	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Lactarius_quietus	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Lactarius_cuspidoaurantiacus	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Lactarius_lilacinus	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Lactarius_lepidotus	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Lactarius_silviae	NA	Gasteroid	Gasteroid	Gasteroid
Lactarius_corrugis	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Zelleromyces_striatus	NA	Gasteroid	Gasteroid	Gasteroid
Zelleromyces_daucinus	NA	Gasteroid	Gasteroid	Gasteroid
Lactarius_repraesentaneus	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Lactarius_flexuosus	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Lactarius_pomiolens	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Lactarius_hispidulus	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Lactarius_kabansus	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Lactarius_tenellus	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Russula_chloroides	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Russula_delica	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Russula_affbrevipes	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Russula_brevipesvaracrior	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Multifurca_zonaria	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Multifurca_ochricompacta	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Multifurca_furcata	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Lactifluus_hora	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Lactifluus_limbatus	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Lactifluus_wirrabara	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Lactifluus_bicolor	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Lactifluus_coniculus	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Lactifluus_leae	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Lactifluus_atrovelutinus	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Lactifluus_subgerardii	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Lactifluus_reticulatovenosus	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Lactifluus_aff_gerardii	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Lactifluus_uyedae	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Lactifluus_conchatulus	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Lactifluus_genevieveae	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Lactifluus_ochrogalactus	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Lactifluus_leonardii	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Lactifluus_petersenii	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Lactifluus_leucophaeus	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Lactifluus_glaucescens	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Lactifluus_piperatus	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Lactifluus_crocatus	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Lactifluus_vitellinus	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Lactifluus_distantifolius	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Lactifluus_longipilus	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Lactifluus_volemus	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Lactifluus_pinguis	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Lactifluus_acicularis	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Lactifluus_densifolius	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Lactifluus_edulis	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Lactifluus_nodosicystidiosus	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Lactifluus_inversus	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Lactifluus_phlebophyllus	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Lactifluus_pelliculatus	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Lactifluus_velutissimus	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Lactifluus_madagascariensis	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Lactarius_deceptivus	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Lactifluus_vellereus	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Lactifluus_emergens	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Lactifluus_pseudoluteopus	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Lactarius_hygrophoroides	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Lactifluus_longisporus	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Lactifluus_rubroviolascens	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Pleurogala_panuoides	NA	pilate-sessile	pilate-sessile	Pileate-sessile
Lactifluus_clarkeae	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Lactarius_chiapanensis	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Russula_romagnesii	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Russula_japonica	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Russula_campinensis	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Russula_murrillii	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Russula_laricina	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Russula_subloculata	NA	Gasteroid	Sequatrate	Gasteroid
Gymnomyces_californicus	NA	Gasteroid	Gasteroid	Gasteroid
Russula_risigallina	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Russula_kansaiensis	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Cystangium_megasporum	NA	Gasteroid	gasteroid	Gasteroid
Russula_xerampelina	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Russula_vinosa	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Russula_rubescens	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Russula_cessans	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Russula_odorata	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Russula_versicolor	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Russula_affsapinea	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Russula_solaris	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Russula_violacea	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Russula_azurea	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Russula_lilacea	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Russula_corallina	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Russula_zvarae	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Russula_lepida	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Russula_discopus	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Russula_aurea	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Russula_flavida	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Stephanospora_redolens	NA	Gasteroid	Gasteroid	Gasteroid
Russula_rosacea	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Russula_firmula	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Russula_chameleontina	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Russula_exalbicans	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Russula_sanguinea	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Russula_punicea	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Russula_ochroleuca	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Russula_gracillima	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Russula_persicina	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Russula_pelargonia	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Russula_emetica	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Russula_silvicola	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Russula_omiensis	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Russula_nigricans	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Russula_dissimulans	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Russula_albonigra	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Russula_acrifolia	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Russula_earlei	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Russula_camarophylla	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Russula_subnigricans	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Russula_compacta	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Russula_densifolia	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Russula_adusta	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Russula_pallescens	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Russula_farinipes	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Russula_amoena	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Russula_violeipes	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Russula_bella	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Russula_mairei	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Russula_brunneola	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Russula_heterophylla	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Russula_vesca	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Russula_grisea	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Russula_viridirubrolimbata	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Russula_virescens	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Russula_eburneoareolata	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Russula_alboareolata	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Russula_aeruginea	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Russula_mustelina	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Termiticola_rubescens_G0862_E._Horak_ZT	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Russula_ochrospora	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Russula_parazurea	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Russula_radicans	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Russula_foetens	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Gymnomyces_fallax	NA	Gasteroid	Gasteroid	Gasteroid
Russula_laurocerasi	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Russula_insignis	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Russula_pectinatoides	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Russula_foetentula	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Russula_sororia	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Gymnomyces_pallidus	NA	Gasteroid	Gasteroid	Gasteroid
Russula_galbana	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Russula_illota	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Russula_cheelii	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Russula_variata	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Russula_cyanoxantha	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Russula_cutefracta	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Gloeocystidiellum_aculeatum	NA	Resupinate	Resupinate	Resupinate
Gloeodontia_eriobotryae	NA	Resupinate	Resupinate	Resupinate
Gloiodon_strigosus	NA	Pileate-sessile	Pileate-sessile	Pileate-sessile
Auriscalpium_vulgare	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Lentinellus_flabelliformis	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Lentinellus_omphalodes	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Lentinellus_montanus	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Lentinellus_ursinus	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Lentinellus_castoreus	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Lentinellus_sinensis	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Lentinellus_brunnescens	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Artomyces_pyxidatus	NA	Coralloid	Coralloid	Coralloid
Asterostroma_andinum	NA	Resupinate	Resupinate	Resupinate
Trechispora_farinacea	NA	Resupinate	Resupinate	Resupinate
Asterostroma_cervicolor	NA	Resupinate	Resupinate	Resupinate
Asterostroma_medium	NA	Resupinate	Resupinate	Resupinate
Scytinostroma_portentosum	NA	Resupinate	Resupinate	Resupinate
Scytinostroma_caudisporum	NA	Resupinate	Resupinate	Resupinate
Scytinostroma_alutum	NA	Resupinate	Resupinate	Resupinate
Vararia_gallica	NA	Resupinate	Resupinate	Resupinate
Vararia_ochroleuca	NA	Resupinate	Resupinate	Resupinate
Scytinostroma_lusitanicum	NA	Resupinate	Resupinate	Resupinate
Dichostereum_pallescens	NA	Resupinate	Resupinate	Resupinate
Dichostereum_durum	NA	Resupinate	Resupinate	Resupinate
Dichostereum_effuscatum	NA	Resupinate	Resupinate	Resupinate
Vararia_insolita	NA	Resupinate	Resupinate	Resupinate
Peniophora_cinerea	NA	Resupinate	Resupinate	Resupinate
Peniophora_nuda	NA	Resupinate	Resupinate	Resupinate
Vararia_sphaericospora	NA	Resupinate	Resupinate	Resupinate
Scytinostroma_galactinum	NA	Resupinate	Resupinate	Resupinate
Vararia_parmastoi	NA	Resupinate	Resupinate	Resupinate
Scytinostroma_renisporum	NA	Resupinate	Resupinate	Resupinate
Haloaleurodiscus_mangrovei	NA	Resupinate	Resupinate	Resupinate
Dentipellopsis_dacrydicola	NA	Resupinate	Resupinate	Resupinate
Amylostereum_laevigatum	NA	Resupinate	Resupinate	Resupinate
Amylostereum_ferreum	NA	Resupinate	Resupinate	Resupinate
Amylostereum_chailletii	NA	Resupinate	Resupinate	Resupinate
Amylostereum_areolatum	NA	Resupinate	Resupinate	Resupinate
Laurilia_sulcata	NA	Resupinate	Resupinate	Resupinate
Echinodontium_tinctorium	NA	Pileate-sessile	Pileate-sessile	Pileate-sessile
Hericium_erinaceus	NA	Pileate-sessile	-	Pileate-sessile
Hericium_coralloides	NA	Pileate-sessile	-	Pileate-sessile
Hericium_americanum	NA	Pileate-sessile	-	Pileate-sessile
Hericium_cirrhatum	NA	Pileate-sessile	Pileate-sessile	Pileate-sessile
Dentipellis_separans	NA	Resupinate	Resupinate	Resupinate
Dentipellis_fragilis	NA	Resupinate	Resupinate	Resupinate
Cymatoderma_caperatum	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Dentipellis_parmastoi	NA	Resupinate	Resupinate	Resupinate
Laxitextum_bicolor	NA	Pileate-sessile	Pileate-sessile	Pileate-sessile
Dentipellis_microspora	NA	Resupinate	Resupinate	Resupinate
Dentipellis_coniferarum	NA	Resupinate	Resupinate	Resupinate
Gloeocystidiellum_porosum	NA	Resupinate	Resupinate	Resupinate
Stereum_gausapatum	Resupinate	Pileate-sessile	Pileate-sessile	Resupinate
Stereum_rugosum	Resupinate	Resupinate	Resupinate	Resupinate
Stereum_armeniacum	Resupinate	Pileate-sessile	Pileate-sessile	Resupinate
Stereum_hirsutum	Resupinate	Pileate-sessile	Pileate-sessile	Resupinate
Acanthofungus_rimosus	NA	Resupinate	Resupinate	Resupinate
Acanthophysium_bisporum	NA	Resupinate	Resupinate	Resupinate
Xylobolus_subpileatus	NA	Resupinate	Resupinate	Resupinate
Xylobolus_frustulatus	NA	Resupinate	Resupinate	Resupinate
Xylobolus_princeps	NA	Resupinate	Resupinate	Resupinate
Acanthophysium_lividocaeruleum	NA	Resupinate	Resupinate	Resupinate
Acanthophysium_cerussatum	NA	Resupinate	Resupinate	Resupinate
Aleurodiscus_laurentianus	NA	Resupinate	Resupinate	Resupinate
Aleurodiscus_lapponicus	NA	Resupinate	Resupinate	Resupinate
Aleurobotrys_botryosus	NA	Resupinate	Resupinate	Resupinate
Gloeocystidiellum_leucoxantha	NA	Resupinate	Resupinate	Resupinate
Aleurodiscus_abietis	NA	Resupinate	Resupinate	Resupinate
Aleurodiscus_mirabilis	NA	Resupinate	Resupinate	Resupinate
Aleurodiscus_oakesii	NA	Resupinate	Resupinate	Resupinate
Acanthobasidium_phragmitis	NA	Resupinate	Resupinate	Resupinate
Acanthobasidium_norvegicum	NA	Resupinate	Resupinate	Resupinate
Acanthophysium_weirii	NA	Resupinate	Resupinate	Resupinate
Aleurodiscus_penicillatus	NA	Resupinate	Resupinate	Resupinate
Aleurodiscus_grantii	NA	Resupinate	Resupinate	Resupinate
Aleurodiscus_amorphus	NA	Resupinate	Resupinate	Resupinate
Aleurodiscus_aurantius	NA	Resupinate	Resupinate	Resupinate
Dendrothele_nivosa_G1848_HCC47	NA	Resupinate	Resupinate	Resupinate
Albatrellus_ovinus	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Albatrellus_subrubescens	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Albatrellus_avellaneus	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Laeticutis_cristata	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Polyporoletus_sublividus	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Polypus_dispansus	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Albatrellopsis_flettii	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Albatrellus_confluens	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Xeroceps_skamania	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Leucogaster_citrinus	NA	Gasteroid	Gasteroid	Gasteroid
Fevansia_aurantiaca	NA	Gasteroid	Gasteroid	Gasteroid
Dendrothele_candida	NA	Resupinate	Resupinate	Resupinate
Dendrothele_sp.4_strumosa_cf._G1867_HCC	NA	Resupinate	Resupinate	Resupinate
Xenasma_rimicola	NA	Resupinate	Resupinate	Resupinate
Heterobasidion_australe	NA	Pileata-sessile	Pileata-sessile	Pileate-sessile
Heterobasidion_amyloideum	NA	Pileata-sessile	Pileata-sessile	Pileate-sessile
Heterobasidion_orientale	NA	Pileata-sessile	Pileata-sessile	Pileate-sessile
Heterobasidion_linzhiense	NA	Pileata-sessile	Pileata-sessile	Pileate-sessile
Heterobasidion_ecrustosum	NA	Pileata-sessile	Pileata-sessile	Pileate-sessile
Heterobasidion_araucariae	NA	Pileata-sessile	Pileata-sessile	Pileate-sessile
Heterobasidion_irregulare	NA	Pileata-sessile	Pileata-sessile	Pileate-sessile
Heterobasidion_parviporum	NA	Pileata-sessile	Pileata-sessile	Pileate-sessile
Heterobasidion_tibeticum	NA	Pileata-sessile	Pileata-sessile	Pileate-sessile
Heterobasidion_abietinum	NA	Pileata-sessile	Pileata-sessile	Pileate-sessile
Heterobasidion_occidentale	NA	Pileata-sessile	Pileata-sessile	Pileate-sessile
Heterobasidion_annosum	NA	Pileata-sessile	Pileata-sessile	Pileate-sessile
Bondarzewia_berkeleyi	NA	Pileata-sessile	Pileata-sessile	Pileate-sessile
Bondarzewia_montana	NA	Pileata-sessile	Pileata-sessile	Pileate-sessile
Aleurodiscus_disciformis	NA	Resupinate	Resupinate	Resupinate
Aleurodiscus_scutellatus	NA	Resupinate	Resupinate	Resupinate
Vuilleminia_comedens	NA	Resupinate	Resupinate	Resupinate
Vuilleminia_megalospora	NA	Resupinate	Resupinate	Resupinate
Vuilleminia_pseudocystidiata	NA	Resupinate	Resupinate	Resupinate
Australovuilleminia_coccinea	NA	Resupinate	Resupinate	Resupinate
Vuilleminia_cystidiata	NA	Resupinate	Resupinate	Resupinate
Cytidia_salicina	NA	Resupinate	Resupinate	Resupinate
Vuilleminia_macrospora	NA	Resupinate	Resupinate	Resupinate
Laeticorticium_roseocarneum	NA	Resupinate	Resupinate	Resupinate
Dendrocorticium_polygonioides	NA	Resupinate	Resupinate	Resupinate
Punctulariopsis_subglobispora	NA	Resupinate	Resupinate	Resupinate
Punctularia_strigosozonata	NA	Resupinate	Resupinate	Resupinate
Limonomyces_culmigenus	NA	Resupinate	Resupinate	Resupinate
Limonomyces_roseipellis	NA	Resupinate	Resupinate	Resupinate
Laetisaria_fuciformis	NA	Resupinate	Resupinate	Resupinate
Laetisaria_arvalis	NA	Resupinate	Resupinate	Resupinate
Waitea_circinata	NA	Resupinate	Resupinate	Resupinate
Corticium_boreoroseum	NA	Resupinate	Resupinate	Resupinate
Corticium_roseum	NA	Resupinate	Resupinate	Resupinate
Galzinia_incrustans	NA	Resupinate	Resupinate	Resupinate
Erythricium_laetum	NA	Resupinate	Resupinate	Resupinate
Marchandiopsis_quercicola	NA	Resupinate	Resupinate	Resupinate
Dendrothele_maculata	NA	Resupinate	Resupinate	Resupinate
Gloeophyllum_subferrugineum	NA	Pileate-sessile	Pileate-sessile	Pileate-sessile
Gloeophyllum_trabeum	NA	Pileate-sessile	Pileate-sessile	Pileate-sessile
Gloeophyllum_striatum	NA	Pileate-sessile	Pileate-sessile	Pileate-sessile
Gloeophyllum_sepiarium	NA	Pileate-sessile	Pileate-sessile	Pileate-sessile
Gloeophyllum_abietinum	NA	Pileate-sessile	Pileate-sessile	Pileate-sessile
Neolentinus_adhaerens	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Neolentinus_kauffmanii	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Neolentinus_dactyloides	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Heliocybe_sulcata	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Neolentinus_lepideus	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Veluticeps_fimbriata	NA	Resupinate	Resupinate	Resupinate
Veluticeps_abietina	NA	Pileate-sessile	Pileate-sessile	Pileate-sessile
Veluticeps_berkeleyi	NA	Resupinate	Resupinate	Resupinate
Gloeophyllum_carbonarium	NA	Resupinate	Resupinate	Resupinate
Gloeophyllum_protractum	NA	Pileate-sessile	Pileate-sessile	Pileate-sessile
Gloeophyllum_odoratum	NA	Pileate-sessile	Pileate-sessile	Pileate-sessile
Gloeophyllum_mexicanum	NA	Pileate-sessile	Pileate-sessile	Pileate-sessile
Jaapia_affochroleuca	NA	Resupinate	Resupinate	Resupinate
Jaapia_argillacea	NA	Resupinate	Resupinate	Resupinate
Boreostereum_radiatum	NA	Resupinate	Resupinate	Resupinate
Inonotus_niduspici	NA	Resupinate?	Resupinate?	Resupinate
Inonotus_micantissimus	NA	Pileate-sessile	Pileate-sessile	Pileate-sessile
Inonotus_chihshanyenus	NA	Resupinate	Resupinate	Resupinate
Inonotus_pachyphloeus	NA	Pileate-sessile	Pileate-sessile	Pileate-sessile
Inonotus_magnisetus	NA	Resupinate?	Resupinate?	Resupinate
Inonotus_obliquus	NA	Resupinate	Resupinate	Resupinate
Phaeoporus_ulmicola	NA	Resupinate	Resupinate	Resupinate
Inonotus_pegleri	NA	Resupinate	Resupinate	Resupinate
Inonotus_cuticularis	NA	Pileate-sessile	Pileate-sessile	Pileate-sessile
Inonotus_quercustris	NA	Pileate-sessile	Pileate-sessile	Pileate-sessile
Inonotus_rodwayi	NA	Pileate-sessile	Pileate-sessile	Pileate-sessile
Inonotus_hispidus	NA	Pileate-sessile	Pileate-sessile	Pileate-sessile
Inonotus_andersonii	NA	Resupinate	Resupinate	Resupinate
Inonotus_plorans	NA	Pileate-sessile	Pileate-sessile	Pileate-sessile
Phaeoporus_pruinosus	NA	Resupinate	Resupinate	Resupinate
Inonotus_glomeratus	NA	Resupinate	Resupinate	Resupinate
Sanghuangporus_lonicericola	NA	Pileate-sessile	Pileate-sessile	Pileate-sessile
Sanghuangporus_vaninii	NA	Pileate-sessile	Pileate-sessile	Pileate-sessile
Sanghuangporus_baumii	NA	Pileate-sessile	Pileate-sessile	Pileate-sessile
Tropicoporus_linteus	NA	Pileate-sessile	Pileate-sessile	Pileate-sessile
Sanghuangporus_weirianus	NA	Pileate-sessile	Pileate-sessile	Pileate-sessile
Tropicoporus_tropicalis	NA	Resupinate	Resupinate	Resupinate
Phellinus_igniarius	NA	Pileate-sessile	Pileate-sessile	Pileate-sessile
Phellinus_populicola	NA	Pileate-sessile	Pileate-sessile	Pileate-sessile
Phellinus_lundellii	NA	Pileate-sessile	Pileate-sessile	Pileate-sessile
Phellinus_cinereus	NA	Pileate-sessile	Pileate-sessile	Pileate-sessile
Phellinus_tuberculosus	NA	Pileate-sessile	Pileate-sessile	Pileate-sessile
Phellinus_arctostaphyli	NA	Pileate-sessile	Pileate-sessile	Pileate-sessile
Phellinus_tremulae	NA	Pileate-sessile	Pileate-sessile	Pileate-sessile
Phellinus_orienticus	NA	Pileate-sessile	Pileate-sessile	Pileate-sessile
Phellinus_laevigatus	NA	Pileate-sessile	Pileate-sessile	Pileate-sessile
Phellinus_mori	NA	Pileate-sessile	Pileate-sessile	Pileate-sessile
Phellinus_bicuspidatus	NA	Pileate-sessile	Pileate-sessile	Pileate-sessile
Phellinus_spiculosus	NA	Pileate-sessile	Pileate-sessile	Pileate-sessile
Phellinopsis_conchata	NA	Resupinate	Resupinate	Resupinate
Phellinopsis_overholtsii	NA	Resupinate	Resupinate	Resupinate
Phylloporia_ulloae	NA	Pileate-sessile	Pileate-sessile	Pileate-sessile
Phylloporia_spathulata	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Phylloporia_rzedowskyi	NA	Pileate-sessile	Pileate-sessile	Pileate-sessile
Phylloporia_pectinata	NA	Pileate-sessile	Pileate-sessile	Pileate-sessile
Phylloporia_cffruticum	NA	Pileate-sessile	Pileate-sessile	Pileate-sessile
Phylloporia_chrysita	NA	Pileate-sessile	Pileate-sessile	Pileate-sessile
